Matricule,competence,niveau
847DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 2, 2, 3, 3, 2, 3, 3, 2]"
848DATA043,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 2, 3, 2, 3, 5, 3, 3]"
848DATA045,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 5, 3, 3, 3, 3, 5, 3, 3, 2]"
848DATA046,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Management', ""Pilotage KPI's"", 'Gestion Motivation', 'Ecoute et Gestion des émotions']","[4, 5, 3, 3, 2, 2, 5, 5, 3, 2]"
848DATA058,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
848DATA059,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 3, 2, 2, 2, 2, 2, 2, 3, 2]"
848DATAE21,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[2, 3, 3, 3, 3, 3, 3, 5, 3, 3]"
848DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 2, 3, 2, 2, 3, 3, 3, 2, 3]"
849DATA000,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 4, 4, 4, 4, 5, 4, 4, 3, 4]"
849DATA001,"['Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Gestion admin et Respect des règles', 'Coaching', 'Relation Client', ""Pilotage KPI's"", 'Gestion Motivation', 'Ecoute et Gestion des émotions', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 3, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 3, 3, 3, 2, 4, 3, 4, 3, 4, 3, 4, 4, 4, 3, 3, 4]"
849DATA007,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 4, 4, 3]"
849DATA031,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 4, 4, 4, 3, 3, 3, 5, 3, 4]"
849DATA041,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 2, 3, 3, 2, 3, 5, 5, 3, 3]"
849DATA043,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 3, 3, 2, 2, 5, 3, 3]"
849DATA044,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 4, 3, 4, 3, 3, 4, 5, 4, 4]"
849DATA045,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 3, 3, 2, 3, 3, 3, 2]"
849DATA046,"['Gestion Motivation', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Management', ""Pilotage KPI's"", 'Langue', 'Excellence']","[2, 2, 2, 3, 2, 2, 2, 2, 3, 2]"
850DATA008,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[4, 4, 3, 5, 3, 4, 3, 3, 3, 2]"
850DATA043,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 3, 3, 2, 3, 2, 3, 5, 3, 2]"
850DATA044,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 3, 3, 3, 5, 4, 3, 3]"
850DATA045,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 5, 3, 3]"
850DATA046,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Management', ""Pilotage KPI's"", 'Gestion Motivation', 'Ecoute et Gestion des émotions']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
850DATA057,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 5, 5, 3, 3]"
850DATA059,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 2, 2, 2, 2, 5, 5, 2, 3]"
850DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions', 'Gestion Motivation', 'Ecoute et Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Relation Client', ""Pilotage KPI's"", 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence']","[3, 4, 3, 3, 4, 4, 2, 3, 3, 3, 3, 3, 4, 4, 2, 3, 2, 3, 3, 3, 4, 3, 3, 3, 4, 1, 4, 2, 3, 5]"
851DATA037,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 2, 3, 3, 2, 5, 3, 3]"
851DATA042,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 4, 3, 3, 4, 4, 5, 3, 4]"
851DATA059,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 5, 2, 2, 3, 3, 5, 5, 3, 3]"
851DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 4, 4, 2, 2]"
852DATA036,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Mindset', 'Gestion des émotions', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation']","[3, 3, 3, 3, 3, 3, 4, 3, 3, 5, 5, 4, 5, 4, 3, 5, 3, 3, 3, 3]"
852DATA038,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 2, 2, 2, 2, 2, 3, 3, 2, 2]"
852DATA039,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 4, 3, 4, 4, 4, 3, 3, 4, 3]"
852DATA041,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 3, 3, 3, 3, 3, 2, 3]"
852DATA042,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 4, 4, 4, 4, 4, 4, 5, 3, 4]"
852DATA043,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[5, 2, 3, 2, 3, 2, 5, 5, 3, 3]"
852DATA044,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 2, 2, 2, 2, 2, 5, 5, 2, 1]"
852DATA057,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[2, 3, 3, 3, 3, 3, 2, 5, 4, 2]"
852DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[2, 5, 2, 2, 2, 2, 5, 5, 3, 5]"
852DATA059,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[2, 3, 3, 2, 3, 3, 5, 5, 3, 3]"
852DATAE21,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Mindset', 'Gestion des émotions', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Relation Client', ""Pilotage KPI's"", 'Gestion Motivation', 'Ecoute et Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation']","[4, 3, 4, 4, 3, 4, 3, 2, 3, 2, 3, 4, 3, 4, 3, 3, 4, 3, 4, 4]"
852DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 4, 4, 4, 3, 3, 3, 5, 3, 3]"
853DATA000,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Management', ""Pilotage KPI's"", 'Gestion Motivation', 'Ecoute et Gestion des émotions']","[4, 4, 4, 4, 3, 3, 3, 3, 4, 3]"
853DATA033,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[3, 3, 3, 5, 2, 3, 3, 3, 3, 2]"
853DATA041,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 4, 4, 3, 3, 3, 4, 4, 3, 3]"
853DATA042,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 4, 4, 3, 3, 5, 3, 3, 3]"
853DATA046,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 4, 5, 3, 3]"
853DATA057,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 2, 2, 2, 2, 5, 5, 3, 3]"
853DATA059,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 2, 2, 2, 5, 5, 3, 3]"
853DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Mindset', 'Gestion des émotions', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Relation Client', ""Pilotage KPI's"", 'Gestion Motivation', 'Ecoute et Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation']","[3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4]"
854DATA031,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Relation Client', ""Pilotage KPI's"", 'Gestion Motivation', 'Ecoute et Gestion des émotions']","[3, 3, 4, 3, 3, 3, 3, 3, 4, 3]"
854DATA032,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions', 'Gestion Motivation', 'Ecoute et Gestion des émotions', 'Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Relation Client', ""Pilotage KPI's"", 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions', 'Langue', 'Excellence']","[3, 5, 3, 3, 5, 5, 2, 3, 5, 3, 3, 4, 3, 3, 2, 2, 2, 3, 4, 3, 3, 4, 4, 3, 3, 5, 4, 4, 3, 3]"
854DATA039,"['Informatique', 'Responsabilisation', 'Business Model', 'Coaching et Management', ""Pilotage KPI's"", 'Respect Règles', 'Coordination et Relation DO', 'Gestion Motivation', 'Ecoute et Communication', 'Gestion des émotions']","[3, 3, 3, 2, 3, 3, 3, 3, 3, 3]"
854DATA041,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
854DATA046,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 3, 3, 3, 3, 3, 3, 3]"
854DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
855DATA033,"['Mindset', 'Gestion des émotions', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Périmètre et Outils', 'Responsabilisation']","[4, 4, 3, 5, 2, 3, 3, 3, 4, 4]"
855DATA041,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 2, 3, 3, 3, 3, 3, 3, 3]"
855DATA043,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 2, 3, 3, 3, 5, 3, 3]"
855DATA046,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 2, 3, 5, 3, 2]"
855DATA059,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 2, 2, 2, 2, 5, 5, 2, 3]"
855DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[5, 3, 4, 4, 3, 3, 3, 5, 3, 3]"
856DATA007,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 2, 2, 3, 2, 3, 3, 3, 3, 3]"
856DATA030,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 3, 3, 3, 4, 5, 3, 3]"
856DATA031,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 3, 2, 3]"
856DATA038,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
856DATA043,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 3, 3, 2, 5, 5, 2, 3]"
856DATA045,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 3, 3, 3, 3, 5, 3, 3]"
856DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
856DATA059,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
856DATAM00,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[2, 2, 3, 3, 3, 3, 5, 5, 5, 3]"
857DATA007,"['Informatique', 'Responsabilisation', 'Business Model', 'Coaching et Management', ""Pilotage KPI's"", 'Respect Règles', 'Coordination et Relation DO', 'Gestion Motivation', 'Ecoute et Communication', 'Gestion des émotions']","[3, 3, 3, 3, 3, 2, 3, 3, 4, 3]"
857DATA034,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Gestion admin et Respect des règles', 'Coaching', 'Management', ""Pilotage KPI's"", 'Gestion Motivation', 'Ecoute et Gestion des émotions']","[3, 2, 3, 3, 3, 2, 3, 3, 3, 3]"
857DATA039,"['Informatique', 'Responsabilisation', 'Business Model', 'Coaching et Management', ""Pilotage KPI's"", 'Respect Règles', 'Coordination et Relation DO', 'Gestion Motivation', 'Ecoute et Communication', 'Gestion des émotions']","[3, 3, 3, 3, 4, 3, 3, 3, 3, 3]"
857DATA043,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 2, 2, 2, 2, 5, 2, 2]"
857DATA044,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[4, 4, 3, 2, 3, 3, 3, 3, 3, 5]"
857DATA057,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
857DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
857DATAM00,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[3, 3, 3, 3, 3, 3, 3, 3, 5, 3]"
858DATA007,"['Périmètre', 'Responsabilisation', 'Communication', 'Outils', 'Process', 'Animation', 'Conception', 'Gestion de groupe', 'Mindset', 'Exemplarité']","[3, 3, 4, 3, 3, 5, 3, 5, 3, 3]"
858DATA031,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 4, 4, 4, 4, 4, 4, 4, 4]"
858DATA037,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 5, 3, 3]"
858DATA042,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 2, 3, 3, 3, 3, 3, 5, 3, 3]"
858DATA044,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 5, 5, 4, 2]"
858DATA058,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
858DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[5, 2, 3, 3, 2, 2, 5, 5, 2, 2]"
859DATA001,"['Périmètre et Outils', 'Responsabilisation', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Mindset', 'Gestion des émotions']","[4, 3, 3, 5, 4, 4, 4, 3, 4, 3]"
859DATA031,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 4, 4, 4, 3, 3]"
859DATA032,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 4, 3, 3, 3, 3, 4, 3, 3, 4]"
859DATA033,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[4, 3, 2, 2, 3, 3, 2, 5, 3, 3]"
859DATA037,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
859DATA041,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
859DATA042,"['Respect Règles', 'Ecoute et Gestion des émotions', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Langue', 'Excellence']","[2, 3, 3, 3, 3, 3, 5, 5, 3, 3]"
859DATA046,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 5, 3, 3, 4, 5, 4, 3, 3, 3]"
859DATAM00,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[5, 3, 3, 3, 3, 3, 3, 3, 2, 2]"
860DATA004,"['Mindset', 'Gestion des émotions', 'Communication', 'Management', ""Pilotage KPI's"", 'Respect Règles', 'Relation Client', 'Motivation', 'Périmètre et Outils', 'Responsabilisation']","[3, 3, 3, 5, 5, 4, 3, 3, 3, 3]"
860DATA036,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 4, 4, 4, 4, 4, 4, 4, 2, 2]"
860DATA038,"['Langue', 'Excellence', 'Produit et Outils', ""KPI's"", 'Traitement', 'Demande/Besoin Client', 'Assistance', 'Polyvalence', 'Respect Règles', 'Ecoute et Gestion des émotions']","[3, 3, 3, 4, 3, 3, 4, 5, 3, 4]"
