id,matricule,Genre,Age,Pays de naissance,Ville de naissance,Etablissement,département,unité organisationnelle,poste,classification,Code-Qualification,expérience en année,Code-Niveau d'expérience,Code-Type de contrat,Type de temps contractuel,Heures de présence / jour,Heures de présence / semaine,Heures de présence / mois,Type travail,Etat de la mobilité,NbAbsencesTotaleParEmployé,taux_absenteisme,Droits Congés Payés,note globale,Rubrique,Montant de l'augmentation,Taux d'augmentation,Motif d'augmentation,Montant du salaire,Situation,salaire_estime,augmentation_estimee_de_salaire
4636,788DATA045,Féminin,30,Maroc,MAR,MA-Cns,Production,DSO,Conseilleur Technique,Employés,E2,6,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,90,0.0555555555555555,"1,5 jours par mois",72,SBM,250.0,5.882,Campagne Augmentat,4500.0,Actif,4620.1064549913635,120.10645499136353
5000,841DATA042,Masculin,33,Maroc,MAR,MA-Cns,Production,DARTY BRUN BLANC,Conseilleur Technique,Employés,E2,2,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,8,0.0148148148148148,"1,5 jours par mois",-99,SBM,180.0,4.681,Non défini,4025.0,Actif,4135.970630787701,110.97063078770134
2396,390DATA008,Féminin,32,Maroc,MEKNES,MA-Cns,Hors production,DEP PAIE AFRIQUE SUB & OI,Expert En Paie,Cadres Assimilés,A3,12,S01,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,389,0.1038995726495726,2 jours par mois,4,SBM,1080.0,14.582,Campagne Augmentat,8486.53,Actif,9004.9055704694,518.3755704693995
3078,515DATA069,Féminin,31,Sénégal,SEN,MA-Cns,Production,MEILLEURTAUX ADE,Chargé De Clientèle,Employés,E2,3,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,26,0.0320987654320987,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4080.1081533759093,55.108153375909296
881,148DATA032,Féminin,32,Maroc,MAR,MA-Cns,Production,DSO,Conseilleur Technique,Employés,E2,10,S03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,363,0.1344444444444444,"1,5 jours par mois",101,SBM,250.0,4.762,Campagne Augmentat,5500.0,Actif,4854.049461703401,-645.950538296599
603,096DATA060,Masculin,30,Maroc,MAR,MA-Cns,Production,SFR STIT OFFSHORE AE TACH,Chargé De Clientèle,Employés,E2,5,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,195,0.1444444444444444,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3979.2252262483134,134.22522624831345
718,119DATA037,Masculin,44,Maroc,CASABLANCA,MA-Cns,Production,LEAD DEM WEB PDV FTTH,Conseiller Commercial,Employés,E2,8,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,264,0.1222222222222222,"1,5 jours par mois",96,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4493.051735349743,-256.94826465025744
4793,809DATA072,Masculin,30,Rép centrafricaine,CAF,MA-Cns,Support production,QM TL 17 MAROC,Contrôleur Qualité,Employés,E3,1,S01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,11,0.0407407407407407,"1,5 jours par mois",-99,SBM,0.0,0.0,Historique,6828.38,Actif,7106.218341996347,277.83834199634657
5413,900DATA077,Féminin,38,Maroc,MAR,MA-Cns,Production,RED TLV AS AGDAL 1,Responsable D'Équipe,Cadres Assimilés,A2,1,J01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,23,0.0851851851851851,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,7764.02,Actif,7638.586368456946,-125.43363154305462
2468,404DATA030,Féminin,35,Maroc,MAR,MA-Cns,Support production,QM TL 3 MAROC,Contrôleur Qualité,Employés,E3,11,S02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,174,0.0585858585858585,"1,5 jours par mois",113,SBM,500.0,7.692,Non défini,7000.0,Actif,6621.5484454297575,-378.4515545702425
1569,244DATA064,Masculin,28,Sénégal,SEN,MA-Cns,Production,DARTY GENERALISTE,Conseilleur Technique,Employés,E2,4,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,49,0.0453703703703703,"1,5 jours par mois",-99,SBM,225.0,5.59,Non défini,4250.0,Actif,4192.5977574725175,-57.402242527482485
99,019DATA067,Féminin,28,Sénégal,SEN,MA-Cns,Production,HAPP-E BY ENGIE,Conseiller Commercial,Employés,E2,3,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,41,0.0506172839506172,"1,5 jours par mois",-99,SBM,235.0,6.51,Campagne Augmentat,3845.0,Actif,4013.1418257786117,168.14182577861175
1538,240DATA042,Féminin,38,Maroc,RABAT,MA-Cns,Production,SFR RET A CHAUD RABAT,Conseiller Commercial,Employés,E2,7,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,173,0.0915343915343915,"1,5 jours par mois",95,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4557.345248002861,-192.6547519971391
5099,855DATA063,Féminin,33,Maroc,MAR,MA-Cns,Hors production,DEP ACHATS IT,Acheteur,Cadres Assimilés,A3,4,J01,DI,temps plein,7.91,39.57,208.0,Sur site,Locale,61,0.0488782051282051,"1,5 jours par mois",3,SBM,248.02,2.0,Campagne Augmentat,12649.08,Actif,8493.360308542276,-4155.7196914577235
1158,185DATA066,Féminin,34,Maroc,MAR,MA-Cns,Production,SFR BO RESILIATION,Conseiller Commercial,Employés,E2,3,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,362,0.4469135802469136,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3728.8719543466996,-116.12804565330043
2129,337DATA061,Féminin,28,Maroc,MAR,MA-Cns,Production,SFR DIGITAL CONV MKN,Conseiller Digital,Employés,E2,4,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,118,0.1092592592592592,"1,5 jours par mois",-99,SBM,162.0,4.681,Campagne Augmentat,3622.5,Actif,3695.5216708731427,73.02167087314274
5932,991DATA072,Masculin,24,Maroc,MAR,MA-Cns,Production,SFR RED TLV AS MEKNES,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,17,0.0629629629629629,"1,5 jours par mois",-99,SBM,211.5,6.51,Non défini,3460.5,Actif,3406.368406079665,-54.131593920335035
4842,815DATA077,Féminin,27,Maroc,MAR,MA-Cns,Production,SFR RET HO AGD 1,Chargé De Clientèle,Employés,E2,1,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,27,0.1,"1,5 jours par mois",-99,SBM,180.0,4.681,Non défini,4025.0,Actif,3889.231110010561,-135.76888998943878
2156,341DATA061,Féminin,27,Maroc,MAR,MA-Cns,Production,SFR DIGITAL CONV MKN,Conseiller Digital,Employés,E2,4,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,53,0.049074074074074,"1,5 jours par mois",-99,SBM,202.5,5.59,Campagne Augmentat,3825.0,Actif,3548.2328573233517,-276.7671426766483
3791,649DATA037,Masculin,51,Maroc,CASABLANCA,MA-Cns,Production,SFR B2B TLV,Chargé De Clientèle,Employés,E2,4,C03,DI,temps plein,7.91,39.57,208.0,Sur site,Locale,58,0.0464743589743589,"1,5 jours par mois",-99,SBM,1140.0,31.579,Non défini,4750.0,Actif,4599.6869988525,-150.31300114749956
4905,825DATA060,Masculin,29,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN TACH,Chargé De Clientèle,Employés,E2,3,C02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,43,0.0530864197530864,"1,5 jours par mois",-99,SBM,250.0,5.882,Non défini,4500.0,Actif,4525.060909676882,25.060909676882147
5948,994DATA057,Masculin,32,Maroc,MAR,MA-MKS,Production,FRONT RET 24H AE MEKNES,Chargé De Clientèle,Employés,E2,4,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,164,0.1518518518518518,"1,5 jours par mois",83,SBM,108.94,2.932,Non défini,3825.0,Actif,3821.62769418503,-3.3723058149698772
2411,392DATA039,Masculin,39,Sénégal,SEN,MA-Cns,Production,SFR BACK CO MOBILE COURRI,Responsable D'Équipe,Cadres Assimilés,A2,8,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,147,0.0680555555555555,"1,5 jours par mois",112,SBM,500.0,7.143,Campagne Augmentat,7500.0,Actif,7694.012017259115,194.01201725911505
2240,359DATA077,Masculin,26,Cameroun,CMR,MA-Cns,Production,SFR RET HO AGD 1,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,31,0.1148148148148148,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.2311100105544,44.2311100105544
4816,812DATAE22,Masculin,45,Maroc,CASABLANCA,MA-Cns,Production,SFR AS ANC FTTX Cns,Conseiller Commercial,Employés,E2,13,C02,DI,temps plein,0.0,42.0,180.0,Sur site,Locale,276,0.0786324786324786,"1,5 jours par mois",88,SBM,250.0,5.882,Non défini,4500.0,Actif,4746.707798278477,246.70779827847673
2818,466DATA066,Féminin,31,Sénégal,SEN,MA-Cns,Production,MEILLEURTAUX ADE,Chargé De Clientèle,Employés,E2,3,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,76,0.0938271604938271,"1,5 jours par mois",-99,SBM,225.0,5.59,Campagne Augmentat,4250.0,Actif,4080.1081533759093,-169.8918466240907
565,088DATAM01,Masculin,37,Maroc,CASABLANCA,MA-Cns,Hors production,DEP COM MEKNES,Chargé De Communication Média Et Site,Cadres Assimilés,A2,8,C01,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,172,0.0689102564102564,2 jours par mois,101,SBM,496.57,6.5,Campagne Augmentat,8136.07,Actif,8063.787821846424,-72.28217815357584
591,093DATA071,Masculin,41,Maroc,MAR,MA-Cns,Production,PROMOVACANCES,Chargé De Clientèle,Employés,E2,2,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,27,0.05,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,3979.2252262483134,-45.77477375168655
49,009DATA063,Féminin,39,Maroc,MAR,MA-Cns,Hors production,INTERNAL BRAND ENGAGEMENT,Resp Com Editoriale,Cadre,C1,4,S01,DI,temps plein,7.91,39.57,208.0,Sur site,Locale,96,0.0769230769230769,2 jours par mois,-99,SBM,906.54,4.0,Campagne Augmentat,23570.0,Actif,23659.437027740005,89.43702774000485
3266,552DATA077,Féminin,24,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,11,0.0407407407407407,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3845.000000000001,9.094947017729282e-13
3756,641DATA038,Féminin,28,Maroc,MAR,MA-Cns,Production,SFR ATIF PRODUCTION,Conseiller Commercial,Employés,E2,8,C02,DI,temps plein,0.0,38.57,180.0,Sur site,Locale,274,0.1268518518518518,"1,5 jours par mois",99,SBM,250.0,5.882,Campagne Augmentat,4500.0,Actif,4623.310867578002,123.31086757800222
5374,896DATA058,Féminin,40,Sénégal,SEN,MA-Cns,Production,SFR N1 ANC FTTX,Conseilleur Technique,Employés,E2,5,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,119,0.0881481481481481,"1,5 jours par mois",75,SBM,250.0,5.882,Non défini,4500.0,Actif,4496.524525870776,-3.475474129223585
3678,627DATA040,Masculin,57,Maroc,RABAT,MA-HASSANE2,Support production,QM TL 17 MAROC,Contrôleur Qualité,Employés,E3,7,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,125,0.0661375661375661,"1,5 jours par mois",100,SBM,250.0,4.348,Campagne Augmentat,6000.0,Actif,6121.273988820464,121.27398882046418
5350,893DATA064,Féminin,33,Sénégal,SEN,MA-Cns,Production,SC ZARA France,Chargé De Clientèle,Employés,E2,4,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,49,0.0453703703703703,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4147.783689919536,122.7836899195363
3822,654DATA033,Masculin,41,Maroc,MAR,MA-Cns,Hors production,Recrutement,Chargé De Recrutement,Cadres Assimilés,A2,9,J01,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,254,0.0904558404558404,2 jours par mois,103,SBM,871.78,13.787,Titularisation,7195.0,Actif,9262.722927717534,2067.722927717534
2268,365DATA004,Féminin,45,Maroc,MAR,MA-Cns,Support production,GP VOLUBILIS 1,Intégration & Operations Manager,Cadre,C1,22,S01,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,626,0.0912004662004662,2 jours par mois,111,SBM,2219.61,11.994,Campagne Augmentat,20725.21,Actif,20183.40476839876,-541.8052316012399
4810,812DATA008,Masculin,43,Maroc,CASABLANCA,MA-Cns,Production,MEDIAMETRIE,Chargé De Clientèle,Employés,E2,12,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,463,0.1429012345679012,"1,5 jours par mois",101,SBM,500.0,12.5,Campagne Augmentat,4500.0,Actif,4861.170451383406,361.17045138340563
534,083DATA043,Masculin,31,Maroc,MEKNES,MA-MKS,Production,FRONT RET 24H AE MEKNES,Chargé De Clientèle,Employés,E2,7,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,181,0.0957671957671957,"1,5 jours par mois",84,SBM,98.28,2.569,Mutation,3923.28,Actif,4040.382703681591,117.10270368159081
5096,855DATA043,Féminin,43,Maroc,MEKNES,MA-Cns,Production,SFR DIGITAL CONV MKN,Conseiller Digital,Employés,E2,6,C01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,230,0.1419753086419753,"1,5 jours par mois",101,SBM,225.0,6.25,Non défini,3825.0,Actif,3775.9473862387654,-49.052613761234625
1166,186DATA060,Masculin,35,Sénégal,SEN,MA-Cns,Hors production,DEP PILOTAGE INTOWN,Analyste Idp,Employés,E3,5,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,78,0.0577777777777777,"1,5 jours par mois",0,SBM,247.0,5.0,Campagne Augmentat,5187.0,Actif,4943.748784262733,-243.25121573726665
518,080DATAM01,Féminin,40,Maroc,CASABLANCA,MA-Cns,Support production,QM TL 11 MAROC,Contrôleur Qualité,Employés,E3,8,S02,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,436,0.1746794871794871,2 jours par mois,119,SBM,450.0,7.692,Campagne Augmentat,6300.0,Actif,6376.930252676303,76.9302526763031
2320,374DATA059,Masculin,35,Maroc,MAR,MA-Cns,Production,BACK ANC FIXE ACTIVATION,Conseiller Commercial,Employés,E2,5,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,31,0.0229629629629629,"1,5 jours par mois",100,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4686.2274248070225,-63.772575192977456
4977,837DATA004,Masculin,48,Maroc,MAR,MA-Cns,Production,MEDIAMETRIE,Responsable D'Équipe,Cadres Assimilés,A2,19,S03,DI,temps plein,0.0,44.0,180.0,Sur site,Locale,467,0.0910331384015594,"1,5 jours par mois",113,SBM,800.0,7.207,Campagne Augmentat,11900.0,Actif,9562.829462900085,-2337.1705370999152
4568,778DATA042,Féminin,40,Sénégal,SEN,MA-TAC,Production,SFR ANTICHURN TACH,Chargé De Clientèle,Employés,E2,7,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,171,0.0904761904761904,"1,5 jours par mois",40,SBM,256.36,5.555,Campagne Augmentat,4871.16,Actif,4645.7433836412,-225.41661635879973
2819,466DATA068,Masculin,33,Sénégal,SEN,MA-Cns,Production,GDP CANAL+ TACHFINE,Chargé De Clientèle,Employés,E2,3,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,21,0.0259259259259259,"1,5 jours par mois",-99,SBM,225.0,5.59,Campagne Augmentat,4250.0,Actif,4250.000000000002,1.8189894035458565e-12
5227,874DATA077,Masculin,31,Maroc,MAR,MA-Cns,Production,RED TLV AS AGDAL 1,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,17,0.0629629629629629,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3845.000000000001,9.094947017729282e-13
4284,731DATA059,Féminin,30,Maroc,MAR,MA-Cns,Production,FRONT TECH FTTH AE EL JAD,Conseilleur Technique,Employés,E2,5,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,222,0.1644444444444444,"1,5 jours par mois",-99,SBM,225.0,5.882,Campagne Augmentat,4050.0,Actif,3775.9473862387654,-274.0526137612346
5408,900DATA044,Masculin,30,Maroc,MAR,MA-Cns,Production,SFR FTT ADSL HASSANE,Conseilleur Technique,Employés,E2,6,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,98,0.0604938271604938,"1,5 jours par mois",126,SBM,250.0,5.882,Campagne Augmentat,4500.0,Actif,4686.2274248070225,186.22742480702254
648,104DATA038,Féminin,29,Maroc,CASABLANCA,MA-Cns,Production,SFR CRG CNS,Conseiller Commercial,Employés,E2,8,S01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,131,0.0606481481481481,"1,5 jours par mois",-99,SBM,250.0,5.263,Campagne Augmentat,5000.0,Actif,4609.775531296229,-390.224468703771
341,053DATA032,Féminin,36,Maroc,MAR,MA-Cns,Support production,QM TL 3 MAROC,Contrôleur Qualité,Employés,E3,10,S01,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,220,0.0814814814814814,"1,5 jours par mois",-99,SBM,500.0,8.333,Non défini,6500.0,Actif,6621.5484454297575,121.54844542975752
2582,424DATA007,Féminin,41,Maroc,EL JADIDA,MA-Cns,Production,SFR RET HO EL JADIDA,Conseiller Commercial,Employés,E2,9,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,193,0.0794238683127572,"1,5 jours par mois",87,SBM,225.0,5.556,Campagne Augmentat,4275.0,Actif,4302.066914964869,27.066914964869284
846,143DATA059,Féminin,38,Maroc,MAR,MA-Cns,Production,SFR 0809,Chargé De Clientèle,Employés,E2,5,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,115,0.0851851851851851,"1,5 jours par mois",-99,SBM,250.0,5.882,Campagne Augmentat,4500.0,Actif,4255.879843265492,-244.12015673450787
2881,478DATA069,Féminin,33,Maroc,MAR,MA-Cns,Production,SFR BOT FTTH,Conseilleur Technique,Employés,E2,3,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,43,0.0530864197530864,"1,5 jours par mois",-99,SBM,235.0,6.51,Non défini,3845.0,Actif,3889.231110010561,44.231110010561224
5800,965DATA060,Masculin,30,Maroc,MAR,MA-MKS,Production,SFR RED TLV AS MEKNES,Chargé De Clientèle,Employés,E2,2,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,67,0.124074074074074,"1,5 jours par mois",-99,SBM,211.5,6.51,Campagne Augmentat,3460.5,Actif,3460.4999999999986,-1.3642420526593924e-12
3833,655DATA040,Féminin,30,Maroc,MAR,MA-HASSANE2,Support production,QM TL 17 MAROC,Contrôleur Qualité,Employés,E3,7,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,335,0.1772486772486772,"1,5 jours par mois",100,SBM,250.0,4.545,Campagne Augmentat,5750.0,Actif,5712.905423985751,-37.09457601424856
4044,694DATA070,Masculin,42,Maroc,MAR,MA-Cns,Production,SFR B2B IC SEDENTAIRES,Conseiller Commercial,Employés,E2,2,C03,DI,temps plein,7.91,39.57,208.0,Sur site,Locale,29,0.0464743589743589,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,4750.0,Actif,4794.131290488538,44.13129048853807
3691,628DATAE20,Féminin,45,Maroc,MAR,MA-Cns,Support production,QM TL 5 MAROC,Contrôleur Qualité,Employés,E3,20,S03,DI,temps plein,0.0,42.0,180.0,Sur site,Locale,615,0.1138888888888888,"1,5 jours par mois",125,SBM,500.0,7.143,Campagne Augmentat,7500.0,Actif,7744.075643695666,244.07564369566626
1976,313DATA037,Féminin,30,Maroc,MAR,MA-Cns,Production,SFR FCC SOLUTION ANC FTTH,Conseiller Commercial,Employés,E2,8,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,244,0.1129629629629629,"1,5 jours par mois",97,SBM,250.0,5.882,Campagne Augmentat,4500.0,Actif,4496.524525870776,-3.475474129223585
2910,484DATA040,Masculin,31,Maroc,MAR,MA-TAC,Production,SFR CSF RETENTION BO TACH,Chargé De Clientèle,Employés,E2,7,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,102,0.0539682539682539,"1,5 jours par mois",99,SBM,135.2,2.93,Campagne Augmentat,4750.0,Actif,4749.999999999996,-3.637978807091713e-12
39,006DATAM50,Masculin,35,Sénégal,SEN,MA-InTownProd,Production,PROMOVACANCES,Chargé De Clientèle,Employés,E2,2,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,25,0.0462962962962962,"1,5 jours par mois",-99,SBM,81.0,2.054,Campagne Augmentat,4025.0,Actif,4106.06581883627,81.06581883627041
3190,537DATA077,Masculin,23,Maroc,MAR,MA-Cns,Production,SFR RET HO AGD 1,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,19,0.0703703703703703,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.231110010561,44.231110010561224
1834,289DATA077,Masculin,34,Congo,COG,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,41,0.1518518518518518,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.231110010561,44.231110010561224
1089,177DATA058,Masculin,39,Maroc,MAR,MA-Cns,Production,SFR RET AF OFFSHORE,Responsable D'Équipe,Cadres Assimilés,A2,5,C02,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,75,0.0555555555555555,"1,5 jours par mois",-99,SBM,500.0,5.952,Campagne Augmentat,8900.0,Actif,8842.583324410323,-57.41667558967674
1531,238DATAE21,Masculin,42,Maroc,MAR,MA-Cns,Production,SFR BACK EXCLU MULTI DOSS,Conseilleur Technique,Employés,E2,17,S03,DI,temps plein,0.0,42.0,180.0,Sur site,Locale,222,0.0483660130718954,"1,5 jours par mois",93,SBM,206.93,3.652,Non défini,5872.52,Actif,5836.147378643096,-36.37262135690435
3247,550DATA064,Féminin,29,Maroc,MAR,MA-Cns,Hors production,GP OUJDA 1,Relais Pilotage,Employés,E2,4,J01,DI,temps plein,7.91,39.57,180.0,Travail à distance,Locale,35,0.0324074074074074,"1,5 jours par mois",-99,SBM,171.92,6.0,Campagne Augmentat,3037.3,Actif,3542.4773761948704,505.17737619487025
762,127DATA071,Masculin,21,Maroc,MAR,MA-Cns,Production,MEDIAMETRIE,Chargé De Clientèle,Employés,E2,2,J01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,55,0.1018518518518518,"1,5 jours par mois",-99,SBM,361.0,11.111,Historique,3610.0,Actif,3872.433259722416,262.4332597224161
4703,798DATA039,Féminin,30,Sénégal,SEN,MA-Cns,Production,SFR FCC SOLUTION ANC FTTH,Conseiller Commercial,Employés,E2,7,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,420,0.2222222222222222,"1,5 jours par mois",-99,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4372.858507862658,-377.14149213734163
735,121DATA077,Féminin,23,Maroc,MAR,MA-Cns,Production,SFR ANTICHURN AGD 2,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,11,0.0407407407407407,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.2311100105544,44.2311100105544
3429,580DATA046,Masculin,24,Maroc,MAR,MA-Cns,Production,DARTY VAD AUTONOME MEKNES,Conseiller Commercial,Employés,E2,6,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,195,0.1203703703703703,"1,5 jours par mois",90,SBM,161.5,4.666,Campagne Augmentat,3622.5,Actif,3983.2860258452956,360.7860258452956
5534,921DATA063,Masculin,27,Maroc,MAR,MA-Cns,Production,SFR STIT OFFSHORE AE TACH,Conseilleur Technique,Employés,E2,4,J03,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,64,0.0592592592592592,"1,5 jours par mois",-99,SBM,180.0,4.681,Campagne Augmentat,4025.0,Actif,4028.452694359089,3.452694359089037
998,164DATA077,Féminin,31,Congo,COG,MA-Cns,Production,SFR RET HO AGD 1,Chargé De Clientèle,Employés,E2,1,J02,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,47,0.174074074074074,"1,5 jours par mois",-99,SBM,0.0,0.0,Non défini,3845.0,Actif,3889.2311100105544,44.2311100105544
1729,270DATA058,Féminin,29,Maroc,MAR,MA-Cns,Production,SFR BO RESILIATION,Conseiller Commercial,Employés,E2,5,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,61,0.0451851851851851,"1,5 jours par mois",98,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4749.999999999996,-3.637978807091713e-12
1635,255DATA030,Féminin,35,Maroc,CASABLANCA,MA-Cns,Hors production,DEP LOGISTIQUE & AFF GEN,Chargé Logistique Et Affaires Générales,Employés,E4,12,J01,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,539,0.1439636752136752,2 jours par mois,106,SBM,1093.5,25.0,Campagne Augmentat,5467.5,Actif,9665.955997117577,4198.455997117577
3708,631DATA045,Féminin,25,Maroc,MAR,MA-Cns,Production,SFR CSF RET TECH  EL JAD,Responsable D'Équipe,Employés,E2,6,J02,DI,temps plein,4.610516765285995,39.6441459566075,182.884352399737,Sur site,Locale,106,0.0644001393407056,"1,5 jours par mois",75,SBM,1890.0,46.667,Titularisation,5940.0,Actif,4559.303011247799,-1380.696988752201
4918,828DATA044,Féminin,46,Maroc,MAR,MA-Cns,Production,SFR CONTROLE REGUL AGDAL,Conseiller Commercial,Employés,E2,6,C03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,210,0.1296296296296296,"1,5 jours par mois",-99,SBM,250.0,5.556,Campagne Augmentat,4750.0,Actif,4732.986298740858,-17.01370125914218
2014,319DATA065,Masculin,35,Sénégal,SEN,MA-HASSANE2,Production,SFR RET A CHAUD RABAT,Conseiller Commercial,Employés,E2,3,C01,DI,temps plein,7.91,39.57,180.0,Sur site,Locale,54,0.0666666666666666,"1,5 jours par mois",-99,SBM,230.51,5.584,Campagne Augmentat,4358.92,Actif,4215.347615350049,-143.57238464995135
2959,493DATA059,Féminin,31,Maroc,MAR,MA-Cns,Production,SFR DIGITAL CONV MKN,Conseiller Digital,Employés,E2,5,J03,DI,temps plein,0.0,39.57,180.0,Sur site,Locale,137,0.1014814814814814,"1,5 jours par mois",0,SBM,162.0,4.681,Campagne Augmentat,3622.5,Actif,3827.6450928875006,205.1450928875006
3457,585DATA047,Féminin,43,Maroc,MAR,MA-Cns,Hors production,POLE CAPACITAIRE,Charge Capacitaire,Employés,E3,5,S01,DI,temps plein,0.0,39.57,208.0,Sur site,Locale,205,0.1314102564102564,2 jours par mois,0,SBM,404.1,6.0,Campagne Augmentat,7139.14,Actif,6945.812068512636,-193.32793148736437
3196,540DATA070,Masculin,38,Maroc,MAR,MA-Cns,Hors production,EM DEP SC GP,Chef De Projet,Cadre,C1,2,S01,DI,temps plein,7.91,39.57,208.0,Sur site,Locale,36,0.0576923076923076,2 jours par mois,-99,SBM,1165.75,5.0,Campagne Augmentat,24480.75,Actif,18792.32454575073,-5688.425454249271
